CodINSEE5n;LibCommune;IRIS;LIBIRIS;LAB_IRIS;P11_FACT1524;P11_FACT2554;P11_FACT5564;P11_HACT1524;P11_HACT2554;P11_HACT5564;Geo Shape;geo_point_2d
49007;ANGERS;490070901;Croix Blanche;1;53;290;113;58;336;40;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5223160464, 47.4820807214], [-0.5221881769, 47.4820161098], [-0.5219026149, 47.4811714428], [-0.5192780898, 47.4789377935], [-0.5149091375, 47.4780858484], [-0.5147382547, 47.4780540651], [-0.5146576037, 47.4780402813], [-0.5146003734, 47.4781402251], [-0.513397435, 47.4808301645], [-0.5127566584, 47.483338228], [-0.5115173823, 47.485862536], [-0.5091874578, 47.4884809765], [-0.5085333738, 47.4892503674], [-0.5086054886, 47.4892148551], [-0.5113450949, 47.4877536432], [-0.514035857, 47.4863605141], [-0.5170178418, 47.484829668], [-0.5189272058, 47.483827654], [-0.5206284591, 47.4829364237], [-0.5215236941, 47.4824822404], [-0.5219314851, 47.4822761744], [-0.5222234952, 47.4821285751], [-0.5222685035, 47.4821055877], [-0.5223160464, 47.4820807214]]]}";47.4825505673,-0.516053597214
49007;ANGERS;490070902;Lareveillère;1;54;349;62;98;389;56;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5156884469, 47.474371559], [-0.5157759281, 47.4743680153], [-0.5175725191, 47.4743849146], [-0.518644265, 47.4744137905], [-0.5195857324, 47.474442091], [-0.5206244704, 47.474595393], [-0.5226558136, 47.4748267752], [-0.5232328337, 47.4748705819], [-0.5233143347, 47.4748771254], [-0.523666985, 47.4749042941], [-0.5284900847, 47.4747644805], [-0.5291771854, 47.4747040007], [-0.5299940145, 47.4732861735], [-0.5315432248, 47.4701998561], [-0.5317477426, 47.4695737111], [-0.531949108, 47.468960276], [-0.5320294152, 47.4688884559], [-0.5319072265, 47.4688290892], [-0.5298970107, 47.4680088316], [-0.529729617, 47.4679490318], [-0.5289444727, 47.4676700832], [-0.5259912017, 47.4667134589], [-0.5257051582, 47.4666275131], [-0.5244708738, 47.4662873536], [-0.5237340935, 47.4661366606], [-0.5230437448, 47.4660251056], [-0.5223466021, 47.4659515971], [-0.5217105587, 47.4658978612], [-0.5211391536, 47.4658773077], [-0.5205731473, 47.4658782137], [-0.5202574045, 47.4658859636], [-0.5196113308, 47.465901902], [-0.5195121649, 47.4659094067], [-0.5194775853, 47.4659897466], [-0.5194808607, 47.4677971912], [-0.5191282786, 47.4706191844], [-0.5190966868, 47.4707652115], [-0.5190901236, 47.470806859], [-0.51903282, 47.4711681173], [-0.5188142562, 47.4714819896], [-0.518563656, 47.4718139502], [-0.5184682133, 47.4719186562], [-0.5180992967, 47.4722298637], [-0.5176325574, 47.4725692564], [-0.5168143531, 47.4728588965], [-0.515577246, 47.4734882713], [-0.5156884469, 47.474371559]]]}";47.4707917363,-0.524283243982
49007;ANGERS;490071002;Liberté;1;107;573;85;98;522;70;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5312234961, 47.4439106749], [-0.5309535427, 47.4440468238], [-0.5270825781, 47.445633029], [-0.5256963882, 47.4471942737], [-0.525546333, 47.4475781762], [-0.5250841137, 47.4486680726], [-0.5248919953, 47.4490992034], [-0.5241100504, 47.4501555299], [-0.5232001885, 47.4503587993], [-0.5227464682, 47.4504284063], [-0.5218615975, 47.4505876565], [-0.5216142213, 47.4506438034], [-0.5212938783, 47.4507418058], [-0.5206873494, 47.4509926407], [-0.5205166637, 47.4510635847], [-0.5203164653, 47.4511705634], [-0.5201833491, 47.4512674022], [-0.5208125706, 47.4514826406], [-0.5215274526, 47.4517277215], [-0.5240519292, 47.4526019136], [-0.5256409239, 47.4531890293], [-0.5257337831, 47.4532474885], [-0.5257776401, 47.453207413], [-0.5262115057, 47.4516867598], [-0.52773114, 47.4507378072], [-0.5284602179, 47.4504724045], [-0.529945952, 47.449997516], [-0.5312476534, 47.4501967968], [-0.5331895479, 47.4507767021], [-0.5370005994, 47.4518791587], [-0.5386263442, 47.4528794825], [-0.5387177607, 47.4530163699], [-0.5397500771, 47.4527966381], [-0.5399313742, 47.4527658913], [-0.5400103877, 47.4527553773], [-0.5401687716, 47.4527397447], [-0.5406422569, 47.452667666], [-0.540865384, 47.4526266338], [-0.5407319109, 47.4524766106], [-0.5404778851, 47.45215094], [-0.5389005231, 47.4495920939], [-0.5379817343, 47.4478908576], [-0.5369426255, 47.4461770533], [-0.5361336714, 47.4449302154], [-0.535377484, 47.4432348296], [-0.5351783517, 47.4427335702], [-0.5351414733, 47.4427382954], [-0.5338027481, 47.4429817195], [-0.5335856704, 47.4430333687], [-0.5330149191, 47.4432002864], [-0.5327648582, 47.4432754629], [-0.5319246279, 47.4435857221], [-0.5317089494, 47.443678775], [-0.5316572901, 47.4437010684], [-0.5313301989, 47.4438569748], [-0.5312234961, 47.4439106749]]]}";47.4483595162,-0.531626479488
49007;ANGERS;490071003;Marianne;1;84;474;89;80;349;78;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5257337831, 47.4532474885], [-0.5257283528, 47.4533062231], [-0.5257402401, 47.4533455102], [-0.5258055166, 47.4533885859], [-0.5258776451, 47.4533945096], [-0.5259365378, 47.4533810107], [-0.5293243414, 47.4552570553], [-0.5299557742, 47.4556253627], [-0.5300660641, 47.4555652484], [-0.5302711862, 47.4554725209], [-0.5304880626, 47.4553767331], [-0.5305502814, 47.4553532191], [-0.530870537, 47.4552335686], [-0.5312274799, 47.4551263198], [-0.53229072, 47.454850752], [-0.5330912892, 47.4546615453], [-0.5332143177, 47.4546334799], [-0.5374587106, 47.4533835557], [-0.5381228164, 47.4531804407], [-0.5382753817, 47.4531370541], [-0.5387177607, 47.4530163699], [-0.5386263442, 47.4528794825], [-0.5370005994, 47.4518791587], [-0.5331895479, 47.4507767021], [-0.5312476534, 47.4501967968], [-0.529945952, 47.449997516], [-0.5284602179, 47.4504724045], [-0.52773114, 47.4507378072], [-0.5262115057, 47.4516867598], [-0.5257776401, 47.453207413], [-0.5257337831, 47.4532474885]]]}";47.4526896678,-0.531406704393
49007;ANGERS;490071103;Chateau d'Orgemont;2;44;335;37;33;269;59;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5494614597, 47.4509959267], [-0.5494408395, 47.4509253697], [-0.5495454554, 47.4503995451], [-0.5496030633, 47.4502265801], [-0.5497022871, 47.4500000818], [-0.5497822526, 47.4498237312], [-0.5499253056, 47.4494769511], [-0.550116782, 47.4488989147], [-0.5502270592, 47.4485387168], [-0.5502967674, 47.4482878879], [-0.5499183427, 47.4482102287], [-0.54962241, 47.4481345566], [-0.5494655289, 47.4480924868], [-0.5455043581, 47.4464084026], [-0.5432211969, 47.4447262522], [-0.5417507403, 47.4426778034], [-0.541163218, 47.4413458589], [-0.5411175969, 47.4412183919], [-0.540829779, 47.4412244509], [-0.5405003001, 47.4412633155], [-0.5400504776, 47.4413301714], [-0.539711684, 47.4414089652], [-0.5395326252, 47.4414729851], [-0.539463484, 47.4415120338], [-0.539214856, 47.4416890043], [-0.5352217986, 47.4427277443], [-0.5351783517, 47.4427335702], [-0.535377484, 47.4432348296], [-0.5361336714, 47.4449302154], [-0.5369426255, 47.4461770533], [-0.5379817343, 47.4478908576], [-0.5389005231, 47.4495920939], [-0.5404778851, 47.45215094], [-0.5407319109, 47.4524766106], [-0.540865384, 47.4526266338], [-0.5410886893, 47.4525882991], [-0.5433809413, 47.4521562675], [-0.5437847614, 47.4520754845], [-0.5448384742, 47.4518784828], [-0.5458550724, 47.4516627786], [-0.5473991265, 47.4513679063], [-0.5485928806, 47.4511395666], [-0.5491655482, 47.4510409986], [-0.5494614597, 47.4509959267]]]}";47.4473560394,-0.542242370964
49007;ANGERS;490071105;Jan Pallach;1;55;236;70;78;238;27;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5609454357, 47.4470351721], [-0.5607891065, 47.4469615621], [-0.5591501277, 47.4461655909], [-0.5584016516, 47.4457965127], [-0.5580925065, 47.4456419697], [-0.5575793421, 47.4453756222], [-0.5574833922, 47.4453109744], [-0.5572268696, 47.445128688], [-0.5571546023, 47.4450606125], [-0.557048151, 47.4451377578], [-0.5565505465, 47.4455053022], [-0.5570718557, 47.4478132891], [-0.559414808, 47.448687773], [-0.5596659636, 47.448449407], [-0.5600341279, 47.448592228], [-0.5603417063, 47.4483034744], [-0.560464027, 47.4481852912], [-0.5611913211, 47.4474565675], [-0.561317445, 47.4473157393], [-0.5612404557, 47.4472766458], [-0.561167623, 47.4472401283], [-0.5610412351, 47.4471773163], [-0.5609243066, 47.4471169178], [-0.5609179966, 47.4470819681], [-0.5609454357, 47.4470351721]]]}";47.447052003,-0.55864746389
49007;ANGERS;490071106;Luther King;2;105;596;94;116;477;77;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5582958037, 47.4502989246], [-0.5584307092, 47.4503299409], [-0.5586725319, 47.4503306534], [-0.5589285893, 47.4503056993], [-0.5591350457, 47.4502939764], [-0.5593533638, 47.4503008132], [-0.559559202, 47.4503197457], [-0.5597192973, 47.4503499897], [-0.5598619688, 47.4503978875], [-0.560237972, 47.4505584902], [-0.5618044515, 47.4513008007], [-0.5632928905, 47.4520076356], [-0.5640791481, 47.4523836375], [-0.5646488738, 47.4526599397], [-0.5654329182, 47.4530423084], [-0.567513782, 47.4542643845], [-0.5676684422, 47.4543722791], [-0.5677659824, 47.4542809803], [-0.5684409257, 47.4538034227], [-0.5693831148, 47.4531698812], [-0.5705082281, 47.4523712224], [-0.5693863614, 47.4511468113], [-0.5683507128, 47.4506370218], [-0.5677104999, 47.4503196465], [-0.5665088311, 47.4497500537], [-0.5652757462, 47.4491471702], [-0.5628210941, 47.4479734529], [-0.5613763032, 47.4473418714], [-0.561317445, 47.4473157393], [-0.5611913211, 47.4474565675], [-0.560464027, 47.4481852912], [-0.5603417063, 47.4483034744], [-0.5600341279, 47.448592228], [-0.5594928124, 47.4491016928], [-0.5582571109, 47.4498567692], [-0.5581971929, 47.4498946457], [-0.5581144559, 47.4500089122], [-0.55812113, 47.450149279], [-0.5581478626, 47.4501917139], [-0.5581626743, 47.4502146893], [-0.5582369437, 47.4502727911], [-0.5582958037, 47.4502989246]]]}";47.4508022636,-0.564601808555
49007;ANGERS;490071111;Robert d'Arbrissel;1;13;210;101;46;186;75;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5624294514, 47.4435259065], [-0.5624343947, 47.4435203485], [-0.5624807387, 47.4434982038], [-0.5625406974, 47.4434810486], [-0.5626017932, 47.4434809796], [-0.562657099, 47.4434937032], [-0.5633740411, 47.4437682038], [-0.5638047761, 47.4439334254], [-0.5643433482, 47.4441421982], [-0.5647048075, 47.4442843085], [-0.5662495591, 47.4449614432], [-0.5675177052, 47.4455136789], [-0.569170317, 47.4462136005], [-0.5695467322, 47.4464002927], [-0.5697696346, 47.4465358266], [-0.5694403998, 47.447275823], [-0.5691283154, 47.4478747198], [-0.5678507378, 47.4501116968], [-0.5677104999, 47.4503196465], [-0.5683507128, 47.4506370218], [-0.5693863614, 47.4511468113], [-0.5705082281, 47.4523712224], [-0.5693831148, 47.4531698812], [-0.5684409257, 47.4538034227], [-0.5677659824, 47.4542809803], [-0.5676684422, 47.4543722791], [-0.5677876192, 47.4544461189], [-0.5691331422, 47.4555573537], [-0.5701015892, 47.4564125192], [-0.5698135069, 47.4577703033], [-0.5698078246, 47.4578245435], [-0.5698213174, 47.4578475581], [-0.5698615623, 47.4578931804], [-0.5701391436, 47.4575530589], [-0.57051419, 47.4571603851], [-0.5709822291, 47.4567477347], [-0.5716371833, 47.456209498], [-0.5716573827, 47.456173735], [-0.571600807, 47.4561223069], [-0.573151926, 47.4528685606], [-0.5733944151, 47.4526601668], [-0.5736909135, 47.4523852338], [-0.5754461611, 47.4507192266], [-0.5756944874, 47.4504592849], [-0.5776447635, 47.4482150417], [-0.5792266138, 47.4462839669], [-0.579261944, 47.4461369003], [-0.5793133617, 47.445992042], [-0.5793536249, 47.44589889], [-0.5793709836, 47.4458605093], [-0.579252955, 47.4457839426], [-0.579075821, 47.4456776556], [-0.5787733022, 47.4455436873], [-0.578500967, 47.4454439329], [-0.5747495284, 47.4435507172], [-0.5739415779, 47.4429087265], [-0.5723622068, 47.4417731914], [-0.5719223971, 47.4414920371], [-0.5714107862, 47.4411698329], [-0.5709634417, 47.4409348629], [-0.5675776906, 47.4393582038], [-0.5647661378, 47.4379846234], [-0.563542672, 47.4376814998], [-0.5614800648, 47.4375013825], [-0.5604466195, 47.4387170721], [-0.5600823917, 47.439151739], [-0.559398227, 47.440088197], [-0.5592035471, 47.4403563747], [-0.5589111433, 47.4408528173], [-0.5572188954, 47.4428698806], [-0.5570420147, 47.4429464766], [-0.5570513533, 47.4429470922], [-0.561363586, 47.4432774029], [-0.5618626787, 47.4433522305], [-0.5620795652, 47.4433978525], [-0.5622704793, 47.4434523795], [-0.5623893343, 47.4435019043], [-0.5624294514, 47.4435259065]]]}";47.4455490722,-0.569291599628
49015;AVRILLE;490150106;Le Bois du Roi;1;21;281;48;50;296;46;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5916199026, 47.4967629636], [-0.5916499082, 47.4964376445], [-0.5916697196, 47.4960991234], [-0.5916757334, 47.4959115105], [-0.5916531937, 47.4954373295], [-0.5916138961, 47.4950501703], [-0.5915843825, 47.4948086865], [-0.5915006317, 47.4943535143], [-0.5914862022, 47.4941782461], [-0.5914685528, 47.4937372544], [-0.591470354, 47.4936452872], [-0.5914892027, 47.493332026], [-0.5916283859, 47.4919202223], [-0.5916402571, 47.4918198345], [-0.591620766, 47.4916879748], [-0.5916041151, 47.491618203], [-0.5915764276, 47.4915424641], [-0.5914395096, 47.4912853703], [-0.591330461, 47.491106713], [-0.5912698459, 47.49101577], [-0.5912092914, 47.4909257262], [-0.5910723833, 47.4907479281], [-0.5909974771, 47.4906619313], [-0.5909200988, 47.4905787139], [-0.5908457968, 47.4905017093], [-0.5907734255, 47.4904336561], [-0.5906336899, 47.4903127137], [-0.5905323717, 47.4902293334], [-0.5904636808, 47.4901764851], [-0.5903853409, 47.4901185278], [-0.5903016944, 47.4900607341], [-0.5871724684, 47.4879242851], [-0.5870433005, 47.4878417601], [-0.5869087663, 47.4877981474], [-0.5868026949, 47.4878023167], [-0.5866573668, 47.4878356294], [-0.5857799028, 47.4882510318], [-0.5855053416, 47.4883991579], [-0.5852245675, 47.4885537824], [-0.5837313584, 47.4894026322], [-0.5830204666, 47.4898245984], [-0.5814950427, 47.4906897269], [-0.5784706609, 47.4923010622], [-0.5778336441, 47.492616197], [-0.5776525312, 47.4926713224], [-0.5777252498, 47.4927447791], [-0.578040597, 47.4931261602], [-0.5782131045, 47.4933398228], [-0.5795051696, 47.4949851399], [-0.5813361297, 47.4973500581], [-0.5816690768, 47.497775042], [-0.5817446405, 47.4978709361], [-0.5824788854, 47.4987683579], [-0.5828970108, 47.499253794], [-0.5829298815, 47.499268101], [-0.5829567803, 47.4992925038], [-0.5844528585, 47.4987400466], [-0.5890351755, 47.4970607302], [-0.5915348021, 47.4967628854], [-0.5916199026, 47.4967629636]]]}";47.4935776295,-0.585496133539
49015;AVRILLE;490150109;ZA La Croix Cadeau;3;2;119;6;13;117;9;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5986554313, 47.5132294662], [-0.598661043, 47.5132337983], [-0.5989118162, 47.5134026633], [-0.5993047491, 47.5136482327], [-0.6004433824, 47.5143609447], [-0.6018452674, 47.5152493282], [-0.6031753289, 47.5160975665], [-0.6038785445, 47.5165452788], [-0.6048692691, 47.5171733186], [-0.6055486135, 47.5176019363], [-0.6060383992, 47.5178823322], [-0.6077069513, 47.5188561072], [-0.6101012562, 47.5203921783], [-0.6101528613, 47.5204275238], [-0.6106408584, 47.5207791433], [-0.610719317, 47.5208181616], [-0.6114093983, 47.5211680194], [-0.6146185221, 47.5232815705], [-0.6146782806, 47.5233193643], [-0.6147575364, 47.5233700695], [-0.6154290008, 47.5233258035], [-0.6160310885, 47.5229836226], [-0.6176199046, 47.5219683183], [-0.6179027521, 47.5216072054], [-0.6225047318, 47.5221661402], [-0.6229274832, 47.5222602236], [-0.6254332501, 47.5227436495], [-0.6277329371, 47.5224440766], [-0.6288282402, 47.5224315876], [-0.6305532158, 47.5225823891], [-0.6329760143, 47.5229006359], [-0.6331201062, 47.522965527], [-0.6332100005, 47.5228789207], [-0.6318965689, 47.5208365273], [-0.6321169004, 47.5201637415], [-0.6329278372, 47.5190994788], [-0.6347168664, 47.5185895096], [-0.6361287901, 47.5169360648], [-0.6347194605, 47.5164366848], [-0.6345302554, 47.5163732038], [-0.630735911, 47.5149317285], [-0.6304673199, 47.5116231288], [-0.630576312, 47.5102707736], [-0.6312219482, 47.5091242595], [-0.6318031715, 47.5075976788], [-0.631919894, 47.5059486121], [-0.6319956011, 47.5045963873], [-0.6318496531, 47.5037007295], [-0.6304316002, 47.5027537268], [-0.6274865984, 47.5019768371], [-0.6240946913, 47.5008830788], [-0.6231519945, 47.500433026], [-0.6229340535, 47.5003172566], [-0.6225420026, 47.5001438261], [-0.6222797407, 47.5000411488], [-0.6218629958, 47.4999153419], [-0.6217612234, 47.4998851666], [-0.6217314221, 47.4998770824], [-0.6217290119, 47.4998807618], [-0.6217029257, 47.4999275297], [-0.6211579653, 47.5008536957], [-0.6207431317, 47.5014631281], [-0.6192434465, 47.5035300281], [-0.6186169379, 47.5035864439], [-0.6181056261, 47.5035176281], [-0.6157792166, 47.5031943041], [-0.612855612, 47.5029867835], [-0.6116268488, 47.5029861533], [-0.611416584, 47.5030034877], [-0.610782172, 47.5030610076], [-0.6099195826, 47.5031463231], [-0.6098307337, 47.5031499786], [-0.6096260015, 47.5031310943], [-0.609624995, 47.5031752794], [-0.6096239447, 47.5032582131], [-0.6099897177, 47.5050517765], [-0.6101491034, 47.5067427033], [-0.6101535705, 47.5068876417], [-0.610152972, 47.5070363415], [-0.6099536021, 47.5071758844], [-0.6073701277, 47.5100412277], [-0.6053526798, 47.5116400654], [-0.6031919233, 47.5127720256], [-0.6014631107, 47.513031847], [-0.5989937075, 47.5132361345], [-0.5986554313, 47.5132294662]]]}";47.5126585673,-0.619524057013
49035;BOUCHEMAINE;490350101;Pruniers;4;25;333;57;32;322;94;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5969730284, 47.4595416216], [-0.597045927, 47.4587680162], [-0.5971031852, 47.4581570942], [-0.5971171455, 47.4577322387], [-0.5970994925, 47.4574498352], [-0.5969123202, 47.4562859777], [-0.5982757085, 47.4556175444], [-0.5996000248, 47.4552575829], [-0.6002040993, 47.4551523841], [-0.6005433244, 47.4551193582], [-0.6012111622, 47.4557051385], [-0.6020590072, 47.4564187073], [-0.6022983244, 47.4566185542], [-0.6025557153, 47.4567908075], [-0.6028024345, 47.4569426652], [-0.6034395981, 47.4571905639], [-0.6034791384, 47.4572055594], [-0.604184084, 47.4573747599], [-0.6044184815, 47.4574224665], [-0.6044716181, 47.4573631489], [-0.6045310206, 47.4572982304], [-0.6048623085, 47.4569302228], [-0.6052611294, 47.4564997465], [-0.6055882759, 47.4562084597], [-0.6056522056, 47.4561713348], [-0.605894868, 47.4560854168], [-0.6061670084, 47.4560229147], [-0.6072986723, 47.4558211249], [-0.6081153198, 47.4557750751], [-0.6086620304, 47.4564546836], [-0.6088313608, 47.4566999424], [-0.6089922501, 47.4566426868], [-0.6102587368, 47.45617446], [-0.6108819674, 47.4559397509], [-0.6114544559, 47.4557210313], [-0.611837001, 47.4555424483], [-0.6122060519, 47.4553805031], [-0.6126353791, 47.4552455209], [-0.6137894202, 47.4549231225], [-0.613824792, 47.4549157158], [-0.6139998502, 47.4545372132], [-0.6151033638, 47.4525033346], [-0.6156377456, 47.4515639758], [-0.6158137059, 47.4513368301], [-0.6166735867, 47.4493168099], [-0.6159703633, 47.4458882584], [-0.6159009212, 47.4457255108], [-0.6157761483, 47.4455302404], [-0.6157040883, 47.4454270485], [-0.6155619843, 47.4452701639], [-0.6125756556, 47.4426298355], [-0.6118550096, 47.4420286366], [-0.6114742129, 47.4417394849], [-0.6112526717, 47.4416057879], [-0.6110007153, 47.4414937607], [-0.610223281, 47.441290811], [-0.6100319706, 47.4412507917], [-0.6095208572, 47.4412152906], [-0.6091272433, 47.4412085817], [-0.6085812241, 47.4412660743], [-0.607960281, 47.441394374], [-0.6078949766, 47.4414108178], [-0.6076648586, 47.4415044638], [-0.6075834136, 47.4415376282], [-0.6072966091, 47.441657362], [-0.6070877797, 47.4419684185], [-0.606826624, 47.4423703085], [-0.6066364142, 47.4427015124], [-0.6065561085, 47.442889634], [-0.606536066, 47.4429470262], [-0.6064663857, 47.4431942924], [-0.6062597325, 47.4440504588], [-0.6061448133, 47.4443360731], [-0.60580043, 47.4450802631], [-0.6057288376, 47.4452203541], [-0.6053449778, 47.4459702714], [-0.6051632031, 47.4460128514], [-0.6049517131, 47.4460284173], [-0.6047523889, 47.4460273855], [-0.6042134565, 47.4459936231], [-0.6035464012, 47.4458917377], [-0.6031269983, 47.4457983978], [-0.6029031306, 47.4457287369], [-0.6025806622, 47.4455756219], [-0.5986608224, 47.444589485], [-0.5970149157, 47.4444691827], [-0.5962060332, 47.44423287], [-0.5959859174, 47.4445154172], [-0.5949471719, 47.446236218], [-0.59393461, 47.4477939965], [-0.5931819385, 47.448791353], [-0.5922602449, 47.4495271934], [-0.5912134179, 47.4501605573], [-0.5900132596, 47.4507265539], [-0.5878660809, 47.4516128072], [-0.5871563249, 47.4519050278], [-0.5879960608, 47.4540075524], [-0.5902056672, 47.4553180831], [-0.5901169412, 47.4569860713], [-0.5900268233, 47.4586531998], [-0.5919370944, 47.4590240702], [-0.5932578713, 47.4592428072], [-0.5943555909, 47.4594044417], [-0.594391814, 47.4594096304], [-0.5951684722, 47.4595189989], [-0.5952489348, 47.4595300293], [-0.5964153485, 47.4595471465], [-0.5969730284, 47.4595416216]]]}";47.4506918708,-0.602974554468
49214;MONTREUIL-JUIGNE;492140101;Juigne;4;49;496;78;83;519;75;"{""type"": ""Polygon"", ""coordinates"": [[[-0.5937933829, 47.5475836712], [-0.5938677685, 47.5476606718], [-0.5939215722, 47.5477680424], [-0.5943191919, 47.5487920133], [-0.5949708885, 47.5507038113], [-0.5961906568, 47.55201779], [-0.5990158625, 47.5521882946], [-0.600448725, 47.5528504836], [-0.6014258009, 47.5537997648], [-0.6027590041, 47.5547001866], [-0.6044976024, 47.5549600101], [-0.6061290076, 47.55544569], [-0.6075498708, 47.556164034], [-0.6074862085, 47.557350017], [-0.6075462094, 47.5580807339], [-0.6079088623, 47.5591535028], [-0.6085065638, 47.5605722159], [-0.6090949233, 47.5622462189], [-0.6093081308, 47.5633524438], [-0.609549744, 47.5642090924], [-0.6098312066, 47.5646112669], [-0.6105250263, 47.565047527], [-0.6112570967, 47.5653798761], [-0.612289908, 47.5656902881], [-0.6148727262, 47.5662608099], [-0.619457565, 47.5675125295], [-0.6226246576, 47.5673510907], [-0.6235006718, 47.5666048072], [-0.6240193657, 47.5661651779], [-0.6253615096, 47.5650295388], [-0.6259716116, 47.5650150706], [-0.6265734546, 47.5655063627], [-0.6269053555, 47.5658258337], [-0.6269254405, 47.5664352408], [-0.6268593797, 47.5671680724], [-0.626805043, 47.5672697826], [-0.6258702822, 47.5684837769], [-0.6287622661, 47.5691714365], [-0.6300248628, 47.5694709402], [-0.6299844313, 47.5692874773], [-0.6294997801, 47.5671129371], [-0.6291242564, 47.5654269879], [-0.6289475295, 47.5646287232], [-0.6289166807, 47.5644882135], [-0.6283687134, 47.5619290721], [-0.6280510254, 47.5604467644], [-0.6271805619, 47.5592141365], [-0.6265752047, 47.5583760398], [-0.62626432, 47.5579144442], [-0.6260980565, 47.5576222584], [-0.6254047457, 47.5560957602], [-0.6251890109, 47.5551725502], [-0.6249612485, 47.554052376], [-0.6254145808, 47.5534165274], [-0.6279840735, 47.5525625436], [-0.6325070482, 47.5511159912], [-0.6327213065, 47.5510372261], [-0.6361470585, 47.5496454428], [-0.6379674827, 47.5488587478], [-0.6400446708, 47.5479540696], [-0.6420692367, 47.5467860735], [-0.6463846773, 47.5453138988], [-0.6481033291, 47.5445806807], [-0.6513304452, 47.5425332291], [-0.6501202906, 47.5417862791], [-0.649504107, 47.5413766528], [-0.6488344707, 47.5408272239], [-0.6481196334, 47.5400638428], [-0.6475271491, 47.5393380785], [-0.6467984591, 47.538137187], [-0.6455854245, 47.5376966588], [-0.6428920413, 47.5372267166], [-0.6406217684, 47.5367750329], [-0.640713359, 47.5362053783], [-0.6417951332, 47.5343891915], [-0.6418805183, 47.5342558628], [-0.6420646872, 47.5339905883], [-0.6421720298, 47.5338475619], [-0.6387662397, 47.5334637762], [-0.6367577575, 47.5332976052], [-0.634788621, 47.532575095], [-0.6338567008, 47.5315300532], [-0.6329441101, 47.5290660699], [-0.6323476766, 47.5270049264], [-0.6319795, 47.5255025549], [-0.63200508, 47.5237842567], [-0.6322652579, 47.5236193527], [-0.6323187519, 47.5235843439], [-0.6331201062, 47.522965527], [-0.6329760143, 47.5229006359], [-0.6305532158, 47.5225823891], [-0.6288282402, 47.5224315876], [-0.6277329371, 47.5224440766], [-0.6254332501, 47.5227436495], [-0.6229274832, 47.5222602236], [-0.6225047318, 47.5221661402], [-0.6179027521, 47.5216072054], [-0.6176199046, 47.5219683183], [-0.6160310885, 47.5229836226], [-0.6154290008, 47.5233258035], [-0.6147575364, 47.5233700695], [-0.6146782806, 47.5233193643], [-0.6146656744, 47.5233296675], [-0.6145455712, 47.5234027784], [-0.6124591205, 47.5241622409], [-0.6113068489, 47.5253009028], [-0.6118586435, 47.5287809285], [-0.6128563246, 47.530392681], [-0.6140926907, 47.5316374872], [-0.6153385622, 47.5329432604], [-0.6149883418, 47.5329586325], [-0.6138201184, 47.5328993571], [-0.6128797348, 47.5327266768], [-0.6114324637, 47.5317866563], [-0.6103217162, 47.5312975484], [-0.6096043486, 47.531077383], [-0.6088755119, 47.5309828197], [-0.608071759, 47.5309806806], [-0.607067728, 47.5310469117], [-0.606726887, 47.5311025178], [-0.6057913214, 47.5312567268], [-0.6046294382, 47.531606257], [-0.6035361401, 47.5320852121], [-0.6023348682, 47.5326206585], [-0.600709279, 47.5331187448], [-0.5985989143, 47.53368945], [-0.5973552585, 47.5339720465], [-0.5973342561, 47.5339762993], [-0.5938690389, 47.5345626067], [-0.591285373, 47.5353189769], [-0.5907867221, 47.5354226504], [-0.5910250881, 47.535682924], [-0.5912605053, 47.5360180773], [-0.5931943512, 47.5387166531], [-0.5942135881, 47.5391907234], [-0.5954800103, 47.5399761397], [-0.5962512114, 47.5404812739], [-0.5964344656, 47.5411279977], [-0.5964699013, 47.5414765217], [-0.5964551337, 47.5415932163], [-0.5957926054, 47.5434545583], [-0.595215872, 47.5449302904], [-0.5946054392, 47.5457078242], [-0.5935691284, 47.5467823243], [-0.5932692066, 47.5471907467], [-0.5937933829, 47.5475836712]]]}";47.5435073842,-0.619171008989
